('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('871da64a-86df-4c5b-a2c5-0e42366c8270_hanover_000000_013814', {'bg_id': 'hanover_000000_013814_3', 'add_id': 'ulm_000020_000019_169', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('42e985f2-38e5-4e4f-969e-5f62673fe5c8_hanover_000000_048379', {'bg_id': 'hanover_000000_048379_5', 'add_id': 'hanover_000000_014319_49', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('648d08d1-ccdc-4f1e-aaba-18c52bfc7aae_jena_000077_000019', {'bg_id': 'jena_000077_000019_1', 'add_id': 'munster_000146_000019_46', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('5b588a78-7f95-4dbb-a130-b21af418b437_bremen_000083_000019', {'bg_id': 'bremen_000083_000019_8', 'add_id': 'ulm_000058_000019_93', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('657cfedb-5584-45e4-b2c1-b5b02b916a07_hanover_000000_034720', {'bg_id': 'hanover_000000_034720_3', 'add_id': 'strasbourg_000000_007441_56', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3cd9a1ba-a6bb-4f7d-bd51-a042f871e9d7_hanover_000000_008017', {'bg_id': 'hanover_000000_008017_2', 'add_id': 'ulm_000080_000019_25', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('529427b8-087c-420b-abcd-be63dd49481a_munster_000172_000019', {'bg_id': 'munster_000172_000019_1', 'add_id': 'hanover_000000_038927_135', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('10b38370-e797-4ee5-a404-4489f8d4be85_frankfurt_000001_065850', {'bg_id': 'frankfurt_000001_065850_0', 'add_id': 'hamburg_000000_080169_32', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('d1cb1d09-a2e3-46f7-9f83-41c96c458db0_frankfurt_000001_051516', {'bg_id': 'frankfurt_000001_051516_0', 'add_id': 'darmstadt_000028_000019_81', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b8e946b9-8d78-4c62-adb5-02099130a762_bremen_000291_000019', {'bg_id': 'bremen_000291_000019_0', 'add_id': 'frankfurt_000001_059119_111', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cff80f65-3b78-4fc2-94f6-4f806e33a7c4_strasbourg_000001_015220', {'bg_id': 'strasbourg_000001_015220_3', 'add_id': 'weimar_000094_000019_22', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('d40878d2-9866-418a-ab13-61c990f92cf2_strasbourg_000000_012070', {'bg_id': 'strasbourg_000000_012070_64', 'add_id': 'dusseldorf_000083_000019_60', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('51c5c257-cd2a-40a3-8a17-04387ae58595_dusseldorf_000014_000019', {'bg_id': 'dusseldorf_000014_000019_1', 'add_id': 'aachen_000109_000019_18', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('548c07ea-8824-4adb-8550-38a5cf1132d4_bremen_000157_000019', {'bg_id': 'bremen_000157_000019_2', 'add_id': 'frankfurt_000001_066438_33', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e99b5686-948f-4df5-ab2d-c956f0f5cacb_erfurt_000005_000019', {'bg_id': 'erfurt_000005_000019_1', 'add_id': 'frankfurt_000001_009058_31', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('36ed6011-dc7e-4c38-a193-b042a7f8849e_bremen_000108_000019', {'bg_id': 'bremen_000108_000019_2', 'add_id': 'darmstadt_000070_000019_50', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('982b3878-fa9b-4595-993b-facf78d557a9_hamburg_000000_081299', {'bg_id': 'hamburg_000000_081299_0', 'add_id': 'tubingen_000026_000019_45', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('533dfd6f-431c-4bcc-bc8f-f7e932e9b417_frankfurt_000001_068682', {'bg_id': 'frankfurt_000001_068682_6', 'add_id': 'hamburg_000000_046510_61', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('534532d2-f08a-47b7-b924-57bf586cc9b9_aachen_000053_000019', {'bg_id': 'aachen_000053_000019_6', 'add_id': 'cologne_000033_000019_59', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('56a84f3e-a868-4b8d-a9ee-71cf6e245d5a_hanover_000000_043236', {'bg_id': 'hanover_000000_043236_5', 'add_id': 'erfurt_000082_000019_52', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('315c6d02-e265-4603-8c3c-1103844b5b95_cologne_000123_000019', {'bg_id': 'cologne_000123_000019_3', 'add_id': 'frankfurt_000001_046779_52', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b9b62d29-9d09-4fc9-b4e7-3979ebc0e5cc_erfurt_000032_000019', {'bg_id': 'erfurt_000032_000019_18', 'add_id': 'strasbourg_000001_018155_40', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('0250d1b0-deb2-4768-b857-f7929d156a5c_munster_000079_000019', {'bg_id': 'munster_000079_000019_1', 'add_id': 'munster_000148_000019_107', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1bbad997-c30b-4392-9349-25a108bb43fc_hanover_000000_056142', {'bg_id': 'hanover_000000_056142_4', 'add_id': 'zurich_000072_000019_91', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('130edb7d-4560-4a3c-9862-5dfa2dc1e2df_strasbourg_000000_001278', {'bg_id': 'strasbourg_000000_001278_2', 'add_id': 'frankfurt_000001_053102_76', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1bd3fdc5-37c5-43de-844d-1fb6bfa91b2e_monchengladbach_000000_018445', {'bg_id': 'monchengladbach_000000_018445_0', 'add_id': 'munster_000148_000019_109', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('652e6659-bf9f-4b93-a330-268d0b8809d9_jena_000061_000019', {'bg_id': 'jena_000061_000019_2', 'add_id': 'bremen_000006_000019_32', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('783ae559-87be-47a0-9376-47fdac861ab1_cologne_000140_000019', {'bg_id': 'cologne_000140_000019_5', 'add_id': 'hanover_000000_029404_22', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7701b346-3185-4db9-b827-4bde9d0776ff_strasbourg_000000_019617', {'bg_id': 'strasbourg_000000_019617_50', 'add_id': 'munster_000051_000019_78', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('61e28c12-9ecc-4d41-a35c-070b6e13b49f_strasbourg_000001_018872', {'bg_id': 'strasbourg_000001_018872_0', 'add_id': 'hamburg_000000_046566_69', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6937e83a-6966-4ab4-af53-5c08d11eae4d_bremen_000181_000019', {'bg_id': 'bremen_000181_000019_0', 'add_id': 'aachen_000109_000019_53', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('10126b7d-c9bd-4865-b260-64eb1c1d06ff_erfurt_000074_000019', {'bg_id': 'erfurt_000074_000019_1', 'add_id': 'hanover_000000_028460_41', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6489100a-5970-4b0f-b6c7-26abad3b82b7_bremen_000236_000019', {'bg_id': 'bremen_000236_000019_1', 'add_id': 'strasbourg_000001_051134_28', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3a3c1f37-b863-4a04-952f-6d427349c84c_bremen_000133_000019', {'bg_id': 'bremen_000133_000019_1', 'add_id': 'hamburg_000000_047057_43', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('897dd492-d23a-4944-87a3-74c76f4141be_lindau_000039_000019', {'bg_id': 'lindau_000039_000019_1', 'add_id': 'zurich_000043_000019_32', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('bfdf8a2b-e6b3-48ca-becd-f36b61315f39_darmstadt_000035_000019', {'bg_id': 'darmstadt_000035_000019_4', 'add_id': 'jena_000092_000019_25', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f6472da1-91fd-41bf-9bbf-b8f0c01126b4_bochum_000000_026634', {'bg_id': 'bochum_000000_026634_0', 'add_id': 'dusseldorf_000113_000019_82', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('54884a46-d5ea-45ad-85cc-21e96ebcc7ba_weimar_000138_000019', {'bg_id': 'weimar_000138_000019_2', 'add_id': 'zurich_000113_000019_16', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('54fdea85-de3d-42b9-b325-546499377f2b_munster_000050_000019', {'bg_id': 'munster_000050_000019_1', 'add_id': 'dusseldorf_000139_000019_63', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e5da39be-e6e5-4abd-9848-5225a6fb1c2c_bremen_000303_000019', {'bg_id': 'bremen_000303_000019_0', 'add_id': 'hanover_000000_027561_75', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('dc950757-604d-46ac-b5e0-ce93866bed76_aachen_000088_000019', {'bg_id': 'aachen_000088_000019_1', 'add_id': 'hanover_000000_027390_84', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('30eac212-fc51-4dc0-b4cc-e85e3fe6434a_zurich_000025_000019', {'bg_id': 'zurich_000025_000019_0', 'add_id': 'frankfurt_000001_052594_66', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7b062ea1-56a4-4f01-92ce-1bfd5c76eb9a_strasbourg_000000_021651', {'bg_id': 'strasbourg_000000_021651_30', 'add_id': 'strasbourg_000001_011990_100', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('15953b99-01ed-4134-beb5-b2910ab55e59_weimar_000052_000019', {'bg_id': 'weimar_000052_000019_1', 'add_id': 'bremen_000254_000019_35', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3d0a9acd-8fa6-4db7-9a75-2cb765063807_krefeld_000000_015687', {'bg_id': 'krefeld_000000_015687_2', 'add_id': 'jena_000041_000019_70', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('79ca554b-2d48-4e04-9fb7-52639c6e598a_bochum_000000_026056', {'bg_id': 'bochum_000000_026056_0', 'add_id': 'frankfurt_000001_012699_50', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('7748328d-f1ea-4960-98d9-f5d530c63ef5_strasbourg_000001_036232', {'bg_id': 'strasbourg_000001_036232_5', 'add_id': 'hamburg_000000_102574_85', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('40a51c85-786e-4e37-973b-61fc4768aefa_cologne_000025_000019', {'bg_id': 'cologne_000025_000019_3', 'add_id': 'weimar_000026_000019_15', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f517ac75-8eff-41ab-ad31-46b2e5d7a39e_strasbourg_000001_037776', {'bg_id': 'strasbourg_000001_037776_3', 'add_id': 'jena_000051_000019_50', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('92873590-9a8f-4030-b27e-cb4c6515af35_tubingen_000033_000019', {'bg_id': 'tubingen_000033_000019_1', 'add_id': 'strasbourg_000001_039446_76', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3fbf8628-bbbf-41b5-802c-942cbcf5f89e_ulm_000070_000019', {'bg_id': 'ulm_000070_000019_20', 'add_id': 'munster_000155_000019_70', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1470c737-1868-46af-8e7c-5136dd5c38b7_krefeld_000000_024276', {'bg_id': 'krefeld_000000_024276_1', 'add_id': 'aachen_000117_000019_82', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cb3b762c-dca1-4065-a2ac-a66db2f23481_zurich_000015_000019', {'bg_id': 'zurich_000015_000019_0', 'add_id': 'jena_000103_000019_42', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('ff76c0a8-a7f5-4209-8eb3-1767e03e3d92_hanover_000000_023239', {'bg_id': 'hanover_000000_023239_0', 'add_id': 'bremen_000153_000019_86', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a8675208-138a-4ec0-b01b-92c842c0357e_aachen_000073_000019', {'bg_id': 'aachen_000073_000019_55', 'add_id': 'munster_000090_000019_115', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('bc2a5d10-5639-4d02-a286-58d13093235b_stuttgart_000052_000019', {'bg_id': 'stuttgart_000052_000019_39', 'add_id': 'hamburg_000000_053563_96', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6ecd1508-13bc-4180-9583-000a9f911514_dusseldorf_000056_000019', {'bg_id': 'dusseldorf_000056_000019_2', 'add_id': 'hanover_000000_044085_59', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('48751b43-4a71-45e2-a8e6-e376f1a91e7f_bremen_000210_000019', {'bg_id': 'bremen_000210_000019_1', 'add_id': 'frankfurt_000001_055603_47', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b7cda05f-3595-4d69-8070-f2fcb2cb88a2_strasbourg_000000_033062', {'bg_id': 'strasbourg_000000_033062_2', 'add_id': 'hanover_000000_023881_39', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b48c606e-9a74-47de-9f6e-e6a38d637136_stuttgart_000161_000019', {'bg_id': 'stuttgart_000161_000019_5', 'add_id': 'aachen_000127_000019_81', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('686717b0-586c-4645-a8f1-9b4aee06f884_dusseldorf_000109_000019', {'bg_id': 'dusseldorf_000109_000019_1', 'add_id': 'zurich_000071_000019_73', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('ecc0ac1b-fa87-4593-872e-f3a9894c932f_strasbourg_000001_026606', {'bg_id': 'strasbourg_000001_026606_7', 'add_id': 'aachen_000097_000019_38', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('6c20625a-5e2d-41f0-a555-b9891567af06_dusseldorf_000204_000019', {'bg_id': 'dusseldorf_000204_000019_0', 'add_id': 'aachen_000019_000019_40', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('cc859735-86fb-470d-9cc2-6e7c3b6c91f9_bremen_000157_000019', {'bg_id': 'bremen_000157_000019_2', 'add_id': 'strasbourg_000001_051448_129', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('815f7a6a-080d-417d-a027-b9a6609631dc_hamburg_000000_032906', {'bg_id': 'hamburg_000000_032906_1', 'add_id': 'stuttgart_000156_000019_33', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('1e60ed68-5764-4726-bfe8-b7f63da23fe2_munster_000109_000019', {'bg_id': 'munster_000109_000019_2', 'add_id': 'hamburg_000000_032906_59', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c0ee1df4-e21d-4d1f-9856-fa02bb1c5cc5_hanover_000000_058189', {'bg_id': 'hanover_000000_058189_3', 'add_id': 'cologne_000126_000019_61', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f2590a85-3276-44d4-8c85-f76830c7d858_hamburg_000000_047057', {'bg_id': 'hamburg_000000_047057_0', 'add_id': 'aachen_000109_000019_52', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c9a75858-2695-484b-ae26-b5a0f816eed0_bremen_000199_000019', {'bg_id': 'bremen_000199_000019_0', 'add_id': 'strasbourg_000000_008603_17', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('28221a67-d107-48c8-b8ba-187b052f8390_stuttgart_000122_000019', {'bg_id': 'stuttgart_000122_000019_4', 'add_id': 'strasbourg_000000_018153_17', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f3757107-e126-40ac-81f7-46339010a0a3_lindau_000001_000019', {'bg_id': 'lindau_000001_000019_1', 'add_id': 'hamburg_000000_085645_27', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('ce05be89-8765-43b3-b2ee-b86df427fab3_stuttgart_000142_000019', {'bg_id': 'stuttgart_000142_000019_2', 'add_id': 'dusseldorf_000041_000019_20', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('eae6c36b-e2c0-4d3f-a73c-8b7210c2b70d_stuttgart_000018_000019', {'bg_id': 'stuttgart_000018_000019_5', 'add_id': 'hamburg_000000_088983_89', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('29e80b8f-1063-46bd-b356-b618f136715d_stuttgart_000061_000019', {'bg_id': 'stuttgart_000061_000019_1', 'add_id': 'aachen_000042_000019_70', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('2f14e46d-e8f3-4239-9713-58028e8dfab8_zurich_000016_000019', {'bg_id': 'zurich_000016_000019_0', 'add_id': 'darmstadt_000070_000019_16', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('e2114357-afb5-4fca-be3b-3b547d9435a6_darmstadt_000003_000019', {'bg_id': 'darmstadt_000003_000019_4', 'add_id': 'bremen_000103_000019_39', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3bbe8551-f3f8-44ae-a345-bb9796041e54_dusseldorf_000116_000019', {'bg_id': 'dusseldorf_000116_000019_1', 'add_id': 'jena_000060_000019_26', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c5e08b06-a33b-4ecf-a83c-5ea692577a6f_frankfurt_000001_054640', {'bg_id': 'frankfurt_000001_054640_0', 'add_id': 'munster_000144_000019_61', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('c8658f17-34e8-43ee-9de7-867b0aebcf74_munster_000106_000019', {'bg_id': 'munster_000106_000019_2', 'add_id': 'cologne_000032_000019_28', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('f2268614-4a75-4785-a289-75a9a81cd8aa_darmstadt_000014_000019', {'bg_id': 'darmstadt_000014_000019_4', 'add_id': 'munster_000146_000019_65', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('32628962-9919-437a-bad1-f3319192e608_monchengladbach_000000_009191', {'bg_id': 'monchengladbach_000000_009191_1', 'add_id': 'strasbourg_000001_017469_51', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('2d6f138f-217b-4eb0-87eb-c4ad6944debd_hanover_000000_027282', {'bg_id': 'hanover_000000_027282_0', 'add_id': 'aachen_000087_000019_31', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('4fd571e9-88ec-40e5-998a-c08e358b2c07_weimar_000047_000019', {'bg_id': 'weimar_000047_000019_1', 'add_id': 'bremen_000210_000019_89', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('a07b3c72-4431-47f6-977f-e9ffaff72613_bremen_000163_000019', {'bg_id': 'bremen_000163_000019_0', 'add_id': 'strasbourg_000001_052050_43', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('03a50a4c-b8c4-42f5-8072-e70be334926a_stuttgart_000075_000019', {'bg_id': 'stuttgart_000075_000019_1', 'add_id': 'zurich_000066_000019_26', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('586c1ce6-a695-4308-9da0-e2bc58747d8c_strasbourg_000001_040761', {'bg_id': 'strasbourg_000001_040761_1', 'add_id': 'zurich_000065_000019_143', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('dbc1de2f-ef05-4784-9d45-6fd6da135e74_stuttgart_000112_000019', {'bg_id': 'stuttgart_000112_000019_3', 'add_id': 'strasbourg_000001_061472_23', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('80433827-9641-472d-b127-1b50def68e6d_erfurt_000030_000019', {'bg_id': 'erfurt_000030_000019_34', 'add_id': 'hamburg_000000_047108_38', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('8f731b7e-d4f1-4a33-bbee-0c2c06085c19_ulm_000074_000019', {'bg_id': 'ulm_000074_000019_1', 'add_id': 'hamburg_000000_066988_9', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('3be16e65-5c2d-407e-83ef-665d96070aef_frankfurt_000000_019607', {'bg_id': 'frankfurt_000000_019607_1', 'add_id': 'hamburg_000000_046510_113', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('9a15cf14-1de3-4553-8ff3-705a0cf85473_bremen_000000_000019', {'bg_id': 'bremen_000000_000019_0', 'add_id': 'strasbourg_000000_029281_48', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('8cbeb915-296f-4e7c-8ce0-a5e44f67a3aa_hanover_000000_046572', {'bg_id': 'hanover_000000_046572_7', 'add_id': 'strasbourg_000000_029339_33', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('33735fc9-a973-4747-96ce-ef8cba73108e_monchengladbach_000000_026602', {'bg_id': 'monchengladbach_000000_026602_2', 'add_id': 'aachen_000109_000019_53', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('2463bbd1-1f61-4d44-b405-211312e7d297_aachen_000053_000019', {'bg_id': 'aachen_000053_000019_6', 'add_id': 'krefeld_000000_029704_46', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('b68ca0b8-2bf5-4dfa-9338-7896d86b6ddf_ulm_000077_000019', {'bg_id': 'ulm_000077_000019_1', 'add_id': 'tubingen_000115_000019_20', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
('98103951-e291-45ce-bf94-9d56fa49cbf4_strasbourg_000000_025351', {'bg_id': 'strasbourg_000000_025351_1', 'add_id': 'zurich_000006_000019_20', 'semantic_label': 'person', 'mutation_type': MutationType.ADD_OBJECT}),
