('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/df5c5a56-c741-4eb2-965c-48277df6c4df_bochum_000000_003005_edit.png', array([-0.3134752, -1.3126813], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/61e9885c-d741-470c-b46d-55c93979aec0_stuttgart_000122_000019_edit.png', array([-0.32521677, -1.2814687 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/1fa92420-8d9c-4fcd-885f-81f74374e716_weimar_000004_000019_edit.png', array([-0.61671317, -0.7759106 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/de3217b6-80fb-4eac-b907-31619fee66e5_ulm_000002_000019_edit.png', array([-0.6346319, -0.7553004], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4f3e4629-be79-4cd9-bdcb-ac99e92c0f5b_stuttgart_000129_000019_edit.png', array([-0.35204285, -1.2148653 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2c003c02-b162-4035-be3b-2fd0a1254c34_aachen_000163_000019_edit.png', array([-0.56540567, -0.8396299 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/7ff2bbdc-d119-49d2-a849-e450bc7ae718_erfurt_000084_000019_edit.png', array([-0.31329298, -1.3131766 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/55a1b774-34eb-4574-bad0-923ba1e223f2_stuttgart_000148_000019_edit.png', array([-0.5440505, -0.8684356], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ae46fccb-4a56-43bc-9177-5e5efb53873f_erfurt_000013_000019_edit.png', array([-0.495506 , -0.9397194], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/c1e50278-cd79-48e4-97be-8bcd0ef4bf1e_erfurt_000101_000019_edit.png', array([-0.42984897, -1.051559  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b900730e-4ba3-46dd-aeb5-17c5173e2b34_hamburg_000000_093787_edit.png', array([-0.59863245, -0.7975362 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/25fbc2a9-c70c-460b-b16a-3c309d2cb855_strasbourg_000000_018874_edit.png', array([-0.34315014, -1.2362607 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/4f722c44-1a17-4fc2-a9a4-12a882e5a98c_dusseldorf_000059_000019_edit.png', array([-0.6720226, -0.7147277], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3edb9ad5-e009-4852-864d-3d2616554a28_monchengladbach_000000_024637_edit.png', array([-0.3285365, -1.2728822], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/68bd898f-826c-43fb-8e15-f5b1fb685aef_stuttgart_000112_000019_edit.png', array([-0.41159564, -1.0864629 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/dad851b7-a40f-4153-be07-a928a55d5927_dusseldorf_000044_000019_edit.png', array([-0.44828618, -1.0181072 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/346527cc-85b3-49b9-8cac-3836493965eb_hanover_000000_003411_edit.png', array([-0.34639245, -1.2283849 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/052171a2-e55c-4a2e-948a-84059d64d184_aachen_000151_000019_edit.png', array([-0.4900639 , -0.94826484], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/863be826-94d6-4ae3-9af3-e23b3c4ee6ce_dusseldorf_000202_000019_edit.png', array([-0.6266126, -0.7644261], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c142c60c-a9b8-4c17-bf35-493ac0e93b2a_stuttgart_000128_000019_edit.png', array([-0.67044914, -0.7163726 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0a7e2484-3123-4afd-b267-57c484d5078d_stuttgart_000150_000019_edit.png', array([-0.5207552, -0.9015788], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/e0a1f84a-5064-43ca-b6bb-1ce72d3af369_stuttgart_000081_000019_edit.png', array([-0.31847608, -1.2992234 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ba588ae6-0c73-4905-b926-aec8442d9d56_strasbourg_000000_000065_edit.png', array([-0.6333854, -0.7567085], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3219aa8c-3112-4cb3-960e-189b24a4a909_ulm_000089_000019_edit.png', array([-0.62521493, -0.7660327 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2ff2f663-c125-4e66-81a5-bfeab55ea701_hanover_000000_037298_edit.png', array([-0.44559598, -1.0228812 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b513a3fa-c38b-46d1-bbe4-bcbd19237dfd_stuttgart_000191_000019_edit.png', array([-0.31786352, -1.3008587 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/5c052a11-2833-4080-a282-9c0a7224f084_aachen_000129_000019_edit.png', array([-0.445598 , -1.0228777], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/057b86c7-1109-407c-a051-cafad5da13ce_stuttgart_000006_000019_edit.png', array([-0.32044816, -1.2939839 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/8523b1db-be59-4570-8659-224b421f510d_ulm_000025_000019_edit.png', array([-0.33471  , -1.2571822], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/790752fc-eed3-4fc0-a5be-2bd992f062e3_strasbourg_000001_057129_edit.png', array([-0.5173651, -0.906561 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9afb31fb-b090-49f8-b230-6eafac8e2f87_bremen_000194_000019_edit.png', array([-0.56128746, -0.84507346], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c15eb1fc-ba2a-4e43-91aa-6c60aca9b620_bremen_000048_000019_edit.png', array([-0.3930642, -1.1238852], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/7cbbfca3-2037-46a6-a15e-40d1e27fdff1_weimar_000012_000019_edit.png', array([-0.46908915, -0.98235524], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6b9156d3-3ae3-41b4-bb47-93dc17ccfc7c_erfurt_000061_000019_edit.png', array([-0.5492264, -0.8613204], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/08957d94-b758-4e96-a2e2-58cbd73bd4a2_stuttgart_000040_000019_edit.png', array([-0.47770417, -0.9681252 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/8bdf9816-d315-4c9a-b9b0-f3f29c06692b_cologne_000059_000019_edit.png', array([-0.31647128, -1.304589  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/421b8594-d21c-4c47-bcc0-fe839d976e08_bremen_000192_000019_edit.png', array([-0.31326735, -1.3132463 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/9654b9a1-58ba-4cd7-bf19-fe17c9b3b2ed_hamburg_000000_093787_edit.png', array([-0.54085726, -0.8728695 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/51e1d624-17a1-4db5-a95c-87ef4891f3bd_stuttgart_000081_000019_edit.png', array([-0.5199439, -0.9027673], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/9d06feda-7183-4af0-a184-be2594c26db7_bremen_000192_000019_edit.png', array([-0.31326735, -1.3132465 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5dabea52-6f29-4efd-9a90-eba82dfce0c6_erfurt_000062_000019_edit.png', array([-0.6232938, -0.7682489], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/862a5cd1-8102-4543-b122-2eea3df55e96_hamburg_000000_093787_edit.png', array([-0.45422614, -1.0076911 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6378962d-3248-464f-8b01-ad7d480fda32_stuttgart_000077_000019_edit.png', array([-0.3411972, -1.2410476], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/e95897f9-5649-4122-a618-ff4baceb42ee_monchengladbach_000000_002255_edit.png', array([-0.6457985, -0.7428498], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b0b6d0af-8b75-43b3-96f6-dec267605e12_stuttgart_000160_000019_edit.png', array([-0.49953902, -0.9334632 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0af3ceeb-b2d8-4710-a6ce-6b0632a9ed02_stuttgart_000049_000019_edit.png', array([-0.33744544, -1.2503344 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/804af666-86a2-448e-942f-8728a0fda3e0_jena_000074_000019_edit.png', array([-0.41073602, -1.0881534 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/300de48d-7293-4264-9a9c-0832a62d087b_ulm_000002_000019_edit.png', array([-0.46738386, -0.9852108 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/00ebd718-b4b0-4f8c-b426-e8404f2014f5_bremen_000122_000019_edit.png', array([-0.40379602, -1.101959  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/e3b7963b-cf0b-41d3-b90b-e94704248c1e_erfurt_000063_000019_edit.png', array([-0.46776855, -0.9845655 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/afec5aa4-a2e8-4629-a63d-66802f57ed23_strasbourg_000000_006106_edit.png', array([-0.31346446, -1.3127109 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/07c120ea-c717-4bdc-b0c8-6dd76efd94ca_dusseldorf_000169_000019_edit.png', array([-0.4343599, -1.043213 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c88f4804-2d41-4e2e-8514-ba181610d441_aachen_000043_000019_edit.png', array([-0.49056292, -0.9474759 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/46c788dd-8d8f-4b95-8fac-e4caee148dbc_aachen_000055_000019_edit.png', array([-0.31361645, -1.3122979 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bdc33c57-5045-4384-acc9-fb2772560ee4_stuttgart_000162_000019_edit.png', array([-0.6322374 , -0.75800884], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1af98382-c7fc-4419-857e-45ea3853e2dd_bremen_000266_000019_edit.png', array([-0.5849066, -0.8145418], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/50c087bc-f6cf-4ad9-a34c-f9f39805e8f4_bremen_000315_000019_edit.png', array([-0.59105   , -0.80686593], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/8b578df6-a0f0-4d03-a439-c0a5e63493ed_erfurt_000046_000019_edit.png', array([-0.3132857, -1.3131963], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/d030b05b-8ffd-4b71-9387-4b4826f9cde3_erfurt_000014_000019_edit.png', array([-0.31327474, -1.3132262 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/781b0962-3766-448a-8b2e-db4bc89f641f_darmstadt_000000_000019_edit.png', array([-0.54081315, -0.872931  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/5f0251bc-a528-43f2-81f5-aaae24df0151_bochum_000000_009554_edit.png', array([-0.5696444, -0.8340813], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8d21e5a9-0a14-4b1f-b935-54f7fb1106af_weimar_000052_000019_edit.png', array([-0.49251413, -0.9444024 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/772c05b9-1e47-446b-9b12-2a03b41ab8d9_krefeld_000000_030111_edit.png', array([-0.42487758, -1.0608824 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/43685174-5ce3-4d99-ae5e-54f5f3969f92_bochum_000000_025833_edit.png', array([-0.37219775, -1.1686634 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/fd2df56d-d8e9-4d12-8202-e60c7878236a_stuttgart_000129_000019_edit.png', array([-0.64267486, -0.74630296], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c1cfe76e-2191-433d-997e-522bf2eeec6d_dusseldorf_000069_000019_edit.png', array([-0.49470955, -0.94096273], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/4140208f-bc6f-4d17-8790-5ddc96edc03c_darmstadt_000041_000019_edit.png', array([-0.54426837, -0.8681345 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2979d7ca-f09d-42cd-a4a2-2585009e1378_dusseldorf_000161_000019_edit.png', array([-0.3830961, -1.1449097], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/333fbb25-992b-4035-9ced-0f84d3f73f87_weimar_000049_000019_edit.png', array([-0.31337088, -1.3129649 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/rotated_car/7a644104-8c25-4428-a8f6-26c37df7d96b_strasbourg_000001_054275_edit.png', array([-0.40994775, -1.0897069 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/63a50e76-0a74-4fab-bbfc-9389a2bd7a92_hanover_000000_011170_edit.png', array([-0.34421384, -1.233667  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/285c97b4-fe21-4291-bba2-756eff2f746e_zurich_000089_000019_edit.png', array([-0.3652811, -1.1841751], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/78d8db4f-4ca3-4d6c-8969-ea6ca52d5784_hanover_000000_052512_edit.png', array([-0.31357127, -1.3124207 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_check_perspective/632ecc9b-5837-4b6d-ab35-68aff8b3cb51_stuttgart_000013_000019_edit.png', array([-0.31335807, -1.3129995 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d781e2e5-a424-4077-be19-ec61d8feb727_jena_000109_000019_edit.png', array([-0.5730804 , -0.82962245], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/fbc71846-4a4d-4483-98ba-90abc4621aea_aachen_000001_000019_edit.png', array([-0.3145808, -1.309685 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/4e971e3c-928b-4854-a81c-15dcb17ef538_dusseldorf_000069_000019_edit.png', array([-0.4504165, -1.0143521], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/cf748ec7-59b3-4179-bacd-c53b95bae437_erfurt_000013_000019_edit.png', array([-0.36571652, -1.1831884 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4cbc62df-f1cb-44c0-90e5-9cb99e46202d_ulm_000086_000019_edit.png', array([-0.66726375, -0.71971834], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/372f879f-7538-4037-80d6-16fa4ee469d4_erfurt_000011_000019_edit.png', array([-0.5898307 , -0.80838114], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c624bcd3-c204-488d-8679-7a360f138ca0_stuttgart_000160_000019_edit.png', array([-0.47476774, -0.97293925], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/bfe94cac-78ca-4163-a60f-28526765d323_bremen_000135_000019_edit.png', array([-0.3557003, -1.2062503], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/67da6896-8413-4f62-b1d0-917d09937ea3_ulm_000088_000019_edit.png', array([-0.3792693, -1.1531571], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/439ba7a2-fa60-41d0-b1c3-784393d03a5d_weimar_000115_000019_edit.png', array([-0.3878811, -1.1347358], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5fa5b7a7-006c-48e8-ba9f-be8d99549c6b_bremen_000233_000019_edit.png', array([-0.524029 , -0.8968067], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5b4ceb18-a911-4a54-b9cc-48f7f3207fd8_hanover_000000_019456_edit.png', array([-0.3631385, -1.1890517], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/7703d1ca-69fb-4cd2-bc0e-7e872bf20c0f_strasbourg_000000_018874_edit.png', array([-0.56876206, -0.8352316 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9439591f-d07a-4ce9-b0fe-10c0a7f4233d_monchengladbach_000000_021104_edit.png', array([-0.3738852, -1.1649314], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a8b354af-7cc6-46e4-b75e-959aafea20d4_ulm_000046_000019_edit.png', array([-0.32145065, -1.2913345 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/457a63ad-7d58-486a-8a1f-9c7be2635029_aachen_000129_000019_edit.png', array([-0.6571224 , -0.73051846], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/23d8940d-7e8a-4525-89d3-f26436f85dd8_bremen_000166_000019_edit.png', array([-0.39175028, -1.1266195 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5d21b903-936b-4a67-88ca-021b8775ffdc_strasbourg_000001_001072_edit.png', array([-0.31458366, -1.309677  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/03f4781a-863b-413f-9b13-18cae2d47b31_cologne_000051_000019_edit.png', array([-0.34903532, -1.222029  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b2f1f49b-d872-4d74-abe6-d59a53e4ed59_strasbourg_000000_028240_edit.png', array([-0.34302735, -1.236561  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c516412b-e378-4805-a9c0-daab2376e78a_erfurt_000092_000019_edit.png', array([-0.36554438, -1.1835784 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8f315bc9-c925-4143-acd9-a20d46e2fa5a_stuttgart_000013_000019_edit.png', array([-0.31342095, -1.312829  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/fce37d16-4a93-43b4-b838-dcfa47b10442_aachen_000043_000019_edit.png', array([-0.31413358, -1.3108951 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8ed66d9a-6a8e-4378-973d-3fbf461551f3_bremen_000301_000019_edit.png', array([-0.51805574, -0.9055426 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/27044009-777a-4dc5-9c42-bab0979bf0e4_strasbourg_000000_028240_edit.png', array([-0.5489352 , -0.86171854], dtype=float32))
